address,area,price,property_status,price_per_m2,bedroom,toilets,floornumber,property_legal,furniture
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,61 tỷ",1 m²,Đã bàn giao,"1,61 tỷ/m²",2 phòng,2 phòng,,,
"22/14 đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",65 m²,Đã bàn giao,"33,85 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"111B, 111B Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,43 tỷ",69 m²,Chưa bàn giao,"20,72 triệu/m²",2 phòng,1 phòng,,,
"An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","1,35 tỷ",68 m²,Đã bàn giao,"19,85 triệu/m²",2 phòng,2 phòng,,,
"27, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,65 tỷ",70 m²,Đã bàn giao,"37,86 triệu/m²",2 phòng,2 phòng,,,
"Dimond Riversize, Giao Lộ Ngã Tư Võ Văn Kiệt-An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","2,55 tỷ",72 m²,Chưa bàn giao,"35,42 triệu/m²",2 phòng,2 phòng,17,Đang chờ sổ,Hoàn thiện cơ bản
"Lô 11B KĐT Nam Thành Phố, Lô 11B KĐT Nam Thành Phố Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","1,39 tỷ",67 m²,Chưa bàn giao,"20,75 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","1,52 tỷ",118 m²,Đã bàn giao,"12,88 triệu/m²",3 phòng,,8,Đã có sổ,Nội thất đầy đủ
"An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28 tỷ,170.4 m²,Đã bàn giao,"164,32 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Bàn giao thô
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,75 tỷ",66 m²,Đã bàn giao,"41,67 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ
"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","1,26 tỷ",60 m²,Đã bàn giao,21 triệu/m²,2 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ
"15B Nguyễn Lương Bằng nối dài, Phường Phú Mỹ,  Quận 7, Hồ Chí Minh, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","3,8 tỷ",71 m²,Đã bàn giao,"53,52 triệu/m²",2 phòng,2 phòng,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",59 m²,Đã bàn giao,"30,51 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,63 tỷ",1 m²,Đã bàn giao,"1,63 tỷ/m²",2 phòng,2 phòng,8,Đã có sổ,Nội thất đầy đủ
"200, Đường 3 Tháng 2, Phường 12, Quận 10, Tp Hồ Chí Minh",7 tỷ,87 m²,Chưa bàn giao,"80,46 triệu/m²",2 phòng,2 phòng,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","3,25 tỷ",75 m²,Đã bàn giao,"43,33 triệu/m²",2 phòng,2 phòng,,,Nội thất cao cấp
"53-55, Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,33 tỷ",64 m²,Đã bàn giao,"20,78 triệu/m²",2 phòng,2 phòng,,,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","1,653 tỷ",1 m²,Đã bàn giao,"1,653 tỷ/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","4,1 tỷ",97 m²,Đã bàn giao,"42,27 triệu/m²",3 phòng,2 phòng,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",61 m²,Đã bàn giao,"28,69 triệu/m²",2 phòng,1 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản
"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,36 tỷ",74 m²,Đã bàn giao,"18,38 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,13 tỷ",84 m²,Đã bàn giao,"25,36 triệu/m²",3 phòng,3 phòng,9,Đã có sổ,Nội thất đầy đủ
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,55 tỷ",86 m²,Đã bàn giao,"18,02 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,8 tỷ",73 m²,Đã bàn giao,"24,66 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,45 tỷ",78 m²,Đã bàn giao,"18,59 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ
"Số 184 đường Trần Văn Kiểu, Phường 10, Quận 6, TP. Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,6 tỷ",73 m²,Đã bàn giao,"21,92 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,8 tỷ",97 m²,Đã bàn giao,"39,18 triệu/m²",3 phòng,2 phòng,19,Đang chờ sổ,Bàn giao thô
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,76 tỷ",1 m²,Đã bàn giao,"1,76 tỷ/m²",2 phòng,1 phòng,9,Đã có sổ,Hoàn thiện cơ bản
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,45 tỷ",88 m²,Đã bàn giao,"27,84 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,73 tỷ",66 m²,Đã bàn giao,"26,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,2 tỷ",51 m²,Đã bàn giao,"82,35 triệu/m²",1 phòng,1 phòng,,,
"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",80 m²,Đã bàn giao,"51,25 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","1,79 tỷ",122 m²,Đã bàn giao,"14,67 triệu/m²",3 phòng,3 phòng,8,Đã có sổ,Nội thất đầy đủ
"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","4,15 tỷ",118 m²,Đã bàn giao,"35,17 triệu/m²",3 phòng,3 phòng,9,Đã có sổ,Nội thất đầy đủ
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,92 tỷ",124 m²,Đã bàn giao,"15,48 triệu/m²",3 phòng,3 phòng,15,Đã có sổ,Nội thất đầy đủ
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","4,25 tỷ",79 m²,Đã bàn giao,"53,8 triệu/m²",2 phòng,2 phòng,3,,
"720A, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,7 tỷ",79 m²,Đã bàn giao,"84,81 triệu/m²",2 phòng,,12,Đã có sổ,Nội thất đầy đủ
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,5 tỷ",76 m²,Đã bàn giao,"59,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,6 tỷ",84 m²,Đã bàn giao,"42,86 triệu/m²",3 phòng,2 phòng,,,
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,75 tỷ",65 m²,Chưa bàn giao,"26,92 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4 tỷ,65 m²,Đã bàn giao,"61,54 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản
"Nơ trang long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","1,599 tỷ",87 m²,Chưa bàn giao,"18,38 triệu/m²",3 phòng,4 phòng,,,Nội thất đầy đủ
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,68 tỷ",1 m²,Đã bàn giao,"1,68 tỷ/m²",2 phòng,1 phòng,8,Đã có sổ,Hoàn thiện cơ bản
"512, Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",69 m²,Đã bàn giao,"38,41 triệu/m²",2 phòng,2 phòng,24,,
"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,42 tỷ",59 m²,Chưa bàn giao,"24,07 triệu/m²",2 phòng,2 phòng,6,,
"45, Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,5 tỷ",61 m²,Đã bàn giao,"24,59 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Nội thất cao cấp
"326/1, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",80 m²,Đã bàn giao,"35,63 triệu/m²",2 phòng,,,,
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,85 tỷ",83 m²,Đã bàn giao,"22,29 triệu/m²",2 phòng,,,,
"Đường Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,45 tỷ",63 m²,Chưa bàn giao,"38,89 triệu/m²",2 phòng,1 phòng,,,
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",58 m²,Đã bàn giao,"36,21 triệu/m²",2 phòng,1 phòng,17,Đã có sổ,Nội thất cao cấp
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",67 m²,Chưa bàn giao,"38,81 triệu/m²",2 phòng,2 phòng,22,Đang chờ sổ,Hoàn thiện cơ bản
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","1,45 tỷ",1 m²,Đã bàn giao,"1,45 tỷ/m²",2 phòng,2 phòng,,,
"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,52 tỷ",50 m²,Đã bàn giao,"30,4 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,7 tỷ",60 m²,Chưa bàn giao,45 triệu/m²,2 phòng,2 phòng,,,
"Đường Quốc Lộ 1, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,53 tỷ",72 m²,Chưa bàn giao,"35,14 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,4 tỷ",1 m²,Đã bàn giao,"1,4 tỷ/m²",1 phòng,1 phòng,9,Đã có sổ,Nội thất đầy đủ
"Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","1,55 tỷ",68 m²,Đã bàn giao,"22,79 triệu/m²",2 phòng,2 phòng,,,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,65 tỷ",61 m²,Đã bàn giao,"27,05 triệu/m²",2 phòng,,,Đang chờ sổ,Nội thất cao cấp
"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19 tỷ,119 m²,Đã bàn giao,"159,66 triệu/m²",3 phòng,2 phòng,,Đã có sổ,
"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,5 tỷ",50.19 m²,Đã bàn giao,"29,89 triệu/m²",1 phòng,1 phòng,,,
"Số 636 A, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,6 tỷ",96 m²,Đã bàn giao,"37,5 triệu/m²",3 phòng,2 phòng,,,
"Số 29 Đường 4, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,52 m²,Chưa bàn giao,"57,69 triệu/m²",1 phòng,,4,,
"An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,532 tỷ",103 m²,Đã bàn giao,44 triệu/m²,3 phòng,2 phòng,7,Đã có sổ,Hoàn thiện cơ bản
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","1,85 tỷ",81 m²,Đã bàn giao,"22,84 triệu/m²",2 phòng,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",66 m²,Đã bàn giao,"31,82 triệu/m²",2 phòng,2 phòng,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,63 tỷ",53 m²,Đã bàn giao,"30,75 triệu/m²",1 phòng,1 phòng,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","5,9 tỷ",80 m²,Đã bàn giao,"73,75 triệu/m²",2 phòng,2 phòng,,,
"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","3,1 tỷ",88 m²,Đã bàn giao,"35,23 triệu/m²",3 phòng,2 phòng,,,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",57 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,1 phòng,,,
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,992 tỷ",73 m²,Đã bàn giao,"40,99 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,18 tỷ",121 m²,Chưa bàn giao,"26,28 triệu/m²",3 phòng,2 phòng,23,Đã có sổ,Nội thất đầy đủ
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,9 tỷ",53 m²,Đã bàn giao,"35,85 triệu/m²",1 phòng,1 phòng,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,3 tỷ",76 m²,Đã bàn giao,"56,58 triệu/m²",2 phòng,2 phòng,16,Đang chờ sổ,Nội thất cao cấp
"18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,1 tỷ",78 m²,Đã bàn giao,"52,56 triệu/m²",2 phòng,,,,
"Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh","1,59 tỷ",68 m²,Đã bàn giao,"23,38 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",65 m²,Đã bàn giao,"32,31 triệu/m²",2 phòng,2 phòng,,,
"Đường 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,58 tỷ",59 m²,Đã bàn giao,"26,78 triệu/m²",2 phòng,1 phòng,11,Đang chờ sổ,
"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh","3,95 tỷ",79 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,,
"Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh","2,343 tỷ",71 m²,Chưa bàn giao,33 triệu/m²,2 phòng,1 phòng,7,Đã có sổ,Nội thất đầy đủ
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,02 tỷ",53 m²,Đã bàn giao,"38,11 triệu/m²",1 phòng,1 phòng,,,
"Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh","1,62 tỷ",52 m²,Đã bàn giao,"31,15 triệu/m²",2 phòng,2 phòng,,,
"Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh","1,84 tỷ",73 m²,Đã bàn giao,"25,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4 tỷ,131 m²,Đã bàn giao,"30,53 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp
"Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh","1,45 tỷ",50 m²,Đã bàn giao,29 triệu/m²,2 phòng,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,1 tỷ",73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,,
"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,85 tỷ",50 m²,Đã bàn giao,37 triệu/m²,2 phòng,1 phòng,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",4 tỷ,121 m²,Chưa bàn giao,"33,06 triệu/m²",3 phòng,3 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,099 tỷ",71 m²,Đã bàn giao,"29,56 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Hoàn thiện cơ bản
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,8 tỷ",60 m²,Đã bàn giao,"46,67 triệu/m²",2 phòng,,14,,Nội thất đầy đủ
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","3,8 tỷ",70 m²,Đã bàn giao,"54,29 triệu/m²",2 phòng,2 phòng,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,98 tỷ",68 m²,Đã bàn giao,"43,82 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"26 Lê Văn Lương , xã Phước Kiển, huyện Nhà Bè, TP. Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,35 tỷ",58 m²,Đã bàn giao,"40,52 triệu/m²",2 phòng,1 phòng,,Giấy tờ khác,Hoàn thiện cơ bản
"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,66 tỷ",1 m²,Chưa bàn giao,"1,66 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp
"Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","1,4 tỷ",59.4 m²,Đã bàn giao,"23,57 triệu/m²",2 phòng,,,Đã có sổ,
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,099 tỷ",71 m²,Đã bàn giao,"29,56 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Hoàn thiện cơ bản
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,55 tỷ",53 m²,Đã bàn giao,"48,11 triệu/m²",2 phòng,1 phòng,,,
"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,48 tỷ",50 m²,Đã bàn giao,"29,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,
"20, Đường Số 2, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,8 tỷ",80 m²,Đã bàn giao,60 triệu/m²,2 phòng,2 phòng,1,Đang chờ sổ,Nội thất cao cấp
"159/21, Trường Thọ, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,83 tỷ",51 m²,Đã bàn giao,"35,88 triệu/m²",2 phòng,1 phòng,8,Đã có sổ,Hoàn thiện cơ bản
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,2 tỷ",68 m²,Đã bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,,,
"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh","3,5 tỷ",63 m²,Đã bàn giao,"55,56 triệu/m²",2 phòng,1 phòng,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","2,44 tỷ",42.6 m²,Đã bàn giao,"57,28 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","1,98 tỷ",49 m²,Chưa bàn giao,"40,41 triệu/m²",1 phòng,1 phòng,6,Đang chờ sổ,Hoàn thiện cơ bản
"351/31, Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","1,9 tỷ",82 m²,Đã bàn giao,"23,17 triệu/m²",2 phòng,2 phòng,,,
"đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","1,79 tỷ",46 m²,Đã bàn giao,"38,91 triệu/m²",2 phòng,1 phòng,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,79 tỷ",54 m²,Đã bàn giao,"33,15 triệu/m²",1 phòng,1 phòng,,,
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,115 tỷ",71 m²,Đã bàn giao,"29,79 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,65 m²,Đã bàn giao,"30,77 triệu/m²",2 phòng,,,,
"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,2 tỷ",71 m²,Chưa bàn giao,"45,07 triệu/m²",2 phòng,2 phòng,,,
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",100 m²,Đã bàn giao,41 triệu/m²,3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"B08.07, Hẻm 145/1 Đường Số 145, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,98 tỷ",60 m²,Chưa bàn giao,33 triệu/m²,2 phòng,2 phòng,8,Giấy tờ khác,Nội thất cao cấp
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,62 tỷ",74 m²,Đã bàn giao,"21,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Số 636 A, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,8 tỷ",65 m²,Đã bàn giao,"43,08 triệu/m²",2 phòng,2 phòng,,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40 tỷ,158 m²,Đã bàn giao,"253,16 triệu/m²",3 phòng,3 phòng,,,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",68 m²,Chưa bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,Nội thất cao cấp
"Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh","1,655 tỷ",56 m²,Đã bàn giao,"29,55 triệu/m²",2 phòng,,,,
"Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","1,795 tỷ",74 m²,Đã bàn giao,"24,26 triệu/m²",2 phòng,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 tỷ",59 m²,Đã bàn giao,"38,14 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",84 m²,Đã bàn giao,"26,19 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Hoàn thiện cơ bản
"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,9 tỷ",65 m²,Đã bàn giao,60 triệu/m²,2 phòng,2 phòng,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,3 tỷ",55 m²,Đã bàn giao,60 triệu/m²,2 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,8 tỷ",98 m²,Đã bàn giao,"38,78 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,05 tỷ",57 m²,Đã bàn giao,"35,96 triệu/m²",2 phòng,,,,
"41, Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,65 tỷ",62 m²,Đã bàn giao,"26,61 triệu/m²",2 phòng,2 phòng,3,,
