address,area,project,price,property_status,price_per_m2,bedroom,toilet,floornumber,property_legal,furniture,balconydirection,direction,apartment_feature
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",The Park Residence,60 m²,Đã bàn giao,"29,17 triệu/m²",2 phòng,,,,,Tây,Đông Nam,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,72 tỷ",The Botanica,1 m²,Chưa bàn giao,"1,72 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,6 tỷ",Hưng Ngân Garden,56 m²,Đã bàn giao,"28,57 triệu/m²",1 phòng,1 phòng,12,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,
"Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,95 tỷ",Căn hộ Cityland Parkhill Gò Vấp,95 m²,Chưa bàn giao,"52,11 triệu/m²",3 phòng,2 phòng,,,,,,
"91, 91 91 Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","4,8 tỷ",Central Plaza - 91 Phạm Văn Hai,83 m²,Đã bàn giao,"57,83 triệu/m²",3 phòng,2 phòng,11,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,2 tỷ",Sài Gòn Intela,78 m²,Đã bàn giao,"28,21 triệu/m²",3 phòng,3 phòng,,,,,,
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,82 tỷ",Botanica Premier,1 m²,Đã bàn giao,"1,82 tỷ/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"163, Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh","6,5 tỷ",Cao ốc Satra - Eximland,145 m²,Đã bàn giao,"44,83 triệu/m²",3 phòng,3 phòng,10,Đã có sổ,,,,Căn góc
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",LuxGarden,77 m²,Đã bàn giao,"33,12 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,1 tỷ",Sài Gòn Intela,78 m²,Đã bàn giao,"26,92 triệu/m²",3 phòng,,,,,,,
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,58 tỷ",Saigon Royal Residence,60 m²,Đã bàn giao,"26,33 triệu/m²",2 phòng,1 phòng,16,Đã có sổ,Nội thất đầy đủ,,,
"600A, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,4 tỷ",Cantavil Hoàn Cầu,120 m²,Đã bàn giao,"53,33 triệu/m²",3 phòng,2 phòng,14,Đã có sổ,Nội thất đầy đủ,Đông Nam,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","1,57 tỷ",River Gate,1 m²,Đã bàn giao,"1,57 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp H","1,8 tỷ",Orchid Park,75 m²,Đã bàn giao,24 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","1,7999 tỷ",Lavida Plus,37 m²,Đã bàn giao,"48,65 triệu/m²",1 phòng,1 phòng,15,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Tăng Nhơn Phú, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",9 View Apartment,58 m²,Đã bàn giao,"37,93 triệu/m²",2 phòng,,,,,,,
"Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","2,25 tỷ",Thanh Đa View,99 m²,Đã bàn giao,"22,73 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,59 tỷ",Topaz Elite,78 m²,Đã bàn giao,"33,21 triệu/m²",2 phòng,2 phòng,33,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,85 tỷ",Sunrise City,76 m²,Đã bàn giao,"50,66 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,25 tỷ",Celadon City,80 m²,Đã bàn giao,"40,63 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","5,3 tỷ",Vinhomes Golden River BaSon,50.6 m²,Đã bàn giao,"104,74 triệu/m²",1 phòng,1 phòng,21,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,8 tỷ",Richmond City,68 m²,Đã bàn giao,"26,47 triệu/m²",2 phòng,2 phòng,,,,,,
"Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",Khu căn hộ Sacomreal-584,82 m²,Đã bàn giao,"32,93 triệu/m²",2 phòng,2 phòng,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","1,68 tỷ",M-One Nam Sài Gòn,35 m²,Đã bàn giao,48 triệu/m²,1 phòng,1 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,52 tỷ",The Origami – Vinhomes Grand Park,30 m²,Đã bàn giao,"50,67 triệu/m²",1 phòng,1 phòng,19,,,,,
"49, Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh","2,7 tỷ",Diamond Lotus Riverside,50 m²,Đã bàn giao,54 triệu/m²,1 phòng,1 phòng,15,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,6 tỷ",Eco Green Sài Gòn,64 m²,Đã bàn giao,"56,25 triệu/m²",2 phòng,2 phòng,7,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Số 207, Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,56 tỷ",Richmond City,66 m²,Đã bàn giao,"23,64 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất đầy đủ,,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 tỷ",Safira Khang Điền (Sapphire Khang Điền),50 m²,Đã bàn giao,45 triệu/m²,1 phòng,1 phòng,,,,,,
"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",Dream Home Palace,79 m²,Đã bàn giao,"28,48 triệu/m²",3 phòng,2 phòng,6,Đang chờ sổ,,Đông Bắc,Tây Nam,Căn góc
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,33 tỷ",Akari City,56 m²,Chưa bàn giao,"41,61 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,68 tỷ",The Tresor,1 m²,Đã bàn giao,"1,68 tỷ/m²",2 phòng,1 phòng,,,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","2,9 tỷ",Moonlight Park View,62 m²,Đã bàn giao,"46,77 triệu/m²",2 phòng,,,,,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,876 tỷ",Celadon City,50 m²,Chưa bàn giao,"37,52 triệu/m²",1 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,205 tỷ",Võ Đình Apartment,90.84 m²,Đã bàn giao,"24,27 triệu/m²",2 phòng,,3,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,2 tỷ",Wilton Tower,1 m²,Chưa bàn giao,"2,2 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,98 tỷ",Vinhomes Grand Park,46.3 m²,Đã bàn giao,"42,76 triệu/m²",1 phòng,1 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Đường Nguyễn Hữu Thọ, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,79 tỷ",Saigon South Residences,72 m²,Đã bàn giao,"38,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,2 tỷ",Saigon Riverside Complex Q7,68 m²,Đã bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",Vinhomes Grand Park,69 m²,Đã bàn giao,"42,03 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,Đông Bắc,Tây Nam,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,42 tỷ",LuxGarden,68 m²,Đã bàn giao,"35,59 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,8 tỷ",Saigon Riverside Complex Q7,54 m²,Đã bàn giao,"33,33 triệu/m²",1 phòng,1 phòng,,,,,,
"Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,95 tỷ",TDH RiverView,62 m²,Đã bàn giao,"31,45 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,8 tỷ",Dream Home Palace,62 m²,Đã bàn giao,"29,03 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,38 tỷ",LuxGarden,65 m²,Đã bàn giao,"36,62 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,53 tỷ",Căn hộ RichStar,65 m²,Đã bàn giao,"23,54 triệu/m²",2 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ,,,
"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,77 tỷ",Khu căn hộ IDICO Tân Phú,58 m²,Đã bàn giao,"30,52 triệu/m²",2 phòng,2 phòng,,,,,,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","9,4 tỷ",Vinhomes Central Park,115 m²,Chưa bàn giao,"81,74 triệu/m²",3 phòng,2 phòng,35,Giấy tờ khác,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,Saigon Riverside Complex Q7,70 m²,Đã bàn giao,"28,57 triệu/m²",2 phòng,2 phòng,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",M-One Nam Sài Gòn,50 m²,Đã bàn giao,42 triệu/m²,1 phòng,1 phòng,,,Nội thất đầy đủ,Bắc,Nam,
"số 152, số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","4,3 tỷ",152 Điện Biên Phủ,75 m²,Chưa bàn giao,"57,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp H","2,78 tỷ",Sunrise Riverside,70 m²,Đã bàn giao,"39,71 triệu/m²",2 phòng,2 phòng,,,,,,
"315, Lý Thường Kiệt, Phường 15, Quận 11, Tp Hồ Chí Minh","3,1 tỷ",Căn hộ Thuận Việt,77 m²,Đã bàn giao,"40,26 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",Ricca,73 m²,Đã bàn giao,"35,62 triệu/m²",2 phòng,,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,35 tỷ",Celadon City,107.5 m²,Chưa bàn giao,"49,77 triệu/m²",3 phòng,2 phòng,,,,,,
"341/13A, Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","2,25 tỷ",Khuông Việt,50 m²,Đã bàn giao,45 triệu/m²,1 phòng,1 phòng,,Đã có sổ,,,,
"17, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",Hoàng Anh Thanh Bình,73 m²,Đã bàn giao,"34,93 triệu/m²",2 phòng,1 phòng,,,,,,
"Nguyễn Cơ Thạch, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","9,66 tỷ",Thu Thiem Zeit River,60 m²,Chưa bàn giao,161 triệu/m²,1 phòng,1 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,,,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",LuxGarden,77 m²,Đã bàn giao,"33,12 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"224/5, Quốc Lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,52 tỷ",The Morning Star Plaza,82 m²,Đã bàn giao,"18,54 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Centum Wealth Complex,54 m²,Đã bàn giao,"44,44 triệu/m²",2 phòng,,,,,,,
"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,9 tỷ",EHome 3,68 m²,Đã bàn giao,"27,94 triệu/m²",2 phòng,,,,,,,Căn góc
"Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","2,8 tỷ",Soho Residence,30 m²,Đã bàn giao,"93,33 triệu/m²",1 phòng,1 phòng,20,,Nội thất đầy đủ,,,
"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,6 tỷ",Viva Plaza,50 m²,Chưa bàn giao,52 triệu/m²,2 phòng,2 phòng,23,,,,,
"Số 8, Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,73 tỷ",Sunview Town,57 m²,Đã bàn giao,"30,35 triệu/m²",2 phòng,,,,,,,
"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5 tỷ,Opal Garden,86 m²,Đã bàn giao,"58,14 triệu/m²",3 phòng,,12,Đã có sổ,Nội thất cao cấp,,,Căn góc
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3 tỷ,Richmond City,86 m²,Đã bàn giao,"34,88 triệu/m²",3 phòng,3 phòng,,,,,,
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,896 tỷ",Dream Home Palace,62 m²,Đã bàn giao,"30,58 triệu/m²",2 phòng,2 phòng,,,,,,
"119, Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","2,1 tỷ",Căn hộ 8X Rainbow (Ngọc Đông Dương),83 m²,Đã bàn giao,"25,3 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,85 tỷ",Topaz Elite,86 m²,Đã bàn giao,"33,14 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,1 tỷ",Richmond City,66 m²,Đã bàn giao,"31,82 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","13,3 tỷ",Hà Đô Centrosa Garden,138 m²,Chưa bàn giao,"96,38 triệu/m²",4 phòng,3 phòng,,Đã có sổ,,Tây Nam,Đông Nam,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Flora Novia,57 m²,Đã bàn giao,"40,35 triệu/m²",2 phòng,2 phòng,,,,,,
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,43 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,"28,6 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","7,8 tỷ",Hà Đô Centrosa Garden,86 m²,Đã bàn giao,"90,7 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Khu dân cư 13C, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,8 tỷ",Calla Garden (Aview 2),94.29 m²,Đã bàn giao,"29,7 triệu/m²",3 phòng,2 phòng,16,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Nam,Căn góc
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,7 tỷ",Võ Đình Apartment,66 m²,Đã bàn giao,"25,76 triệu/m²",2 phòng,1 phòng,9,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,6 tỷ",Dream Home Riverside,62 m²,Chưa bàn giao,"25,81 triệu/m²",2 phòng,2 phòng,,,,,,
"90A, 90A 90A Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh, Phường 14, Quận 10, Tp Hồ Chí Minh","4,5 tỷ",Xi Grand Court,70 m²,Đã bàn giao,"64,29 triệu/m²",2 phòng,2 phòng,8,Đã có sổ,Hoàn thiện cơ bản,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","6,3 tỷ",Sunrise City,130 m²,Chưa bàn giao,"48,46 triệu/m²",3 phòng,,,Đã có sổ,,,,
"Đường Nguyễn Văn Linh, phường An Phú Tây, huyện Bình Chánh, Tp.HCM, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","1,35 tỷ",HQC Plaza,68 m²,Đã bàn giao,"19,85 triệu/m²",2 phòng,2 phòng,,,,,,
"104 Đường Hồ Văn Tư, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,85 tỷ",Lan Phương MHBR Tower,96 m²,Đã bàn giao,"29,69 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,Đông Bắc,Đông Nam,
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,4 tỷ",Sài Gòn Intela,55 m²,Đã bàn giao,"25,45 triệu/m²",2 phòng,2 phòng,,,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Flora Novia,57 m²,Đã bàn giao,"42,11 triệu/m²",2 phòng,,12,,,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Lavita Garden,51 m²,Đã bàn giao,"41,18 triệu/m²",1 phòng,,,,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Ricca,57 m²,Đã bàn giao,"35,09 triệu/m²",2 phòng,,,,,,,
"96, 96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,35 tỷ",Vision Bình Tân,49 m²,Đã bàn giao,"27,55 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,,,,Căn góc
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,49 tỷ",Dream Home Riverside,57 m²,Chưa bàn giao,"26,14 triệu/m²",2 phòng,2 phòng,,,,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,35 tỷ",Topaz Elite,73 m²,Đã bàn giao,"32,19 triệu/m²",2 phòng,2 phòng,17,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,82 tỷ",EHome 3,64 m²,Đã bàn giao,"28,44 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
