address,area,project,price,property_status,price_per_m2,bedroom,toilet,floornumber,property_legal,furniture,balconydirection,direction,apartment_feature
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,3 tỷ",LuxGarden,69 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 108 - 112B - 114 Đường Hồng Hà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,6 tỷ",Botanica Premier,60 m²,Đã bàn giao,"26,67 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"48/5B, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","5,3 tỷ",Chung cư Phú Đạt,110 m²,Đã bàn giao,"48,18 triệu/m²",3 phòng,2 phòng,9,Đã có sổ,,,,Căn góc
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,7 tỷ",The Origami – Vinhomes Grand Park,69 m²,Đã bàn giao,"53,62 triệu/m²",2 phòng,2 phòng,1,Đang chờ sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Bắc,
"Lô 1.16 và 1.17, Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","11,8 tỷ",The Metropole Thủ Thiêm,69 m²,Đã bàn giao,"171,01 triệu/m²",2 phòng,2 phòng,,,,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,011 tỷ",Central Premium,51 m²,Đã bàn giao,"59,04 triệu/m²",1 phòng,1 phòng,8,,,,,Căn góc
"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,988 tỷ",Viva Plaza,51 m²,Chưa bàn giao,"58,59 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Số 01, 104A, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","7,25 tỷ",Diamond Island (Đảo Kim Cương),88 m²,Đã bàn giao,"82,39 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","1,54 tỷ",Khu dân cư Hai Thành - Tên Lửa,48 m²,Đã bàn giao,"32,08 triệu/m²",2 phòng,1 phòng,,,,,,
"33, 33 Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","1,78 tỷ",Phúc Yên 3,78 m²,Đã bàn giao,"22,82 triệu/m²",2 phòng,,,,,,,
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,2 tỷ",City Gate Towers,74 m²,Đã bàn giao,"29,73 triệu/m²",2 phòng,,4,Đang chờ sổ,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,Căn góc
"7A, Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,7 tỷ",ResGreen Tower,62.65 m²,Đã bàn giao,"59,06 triệu/m²",2 phòng,2 phòng,9,,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Phố Thành Trung, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,7 tỷ",Blue Star,60 m²,Đã bàn giao,"28,33 triệu/m²",2 phòng,,,,,,,Căn góc
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",Saigon Gateway,60 m²,Đã bàn giao,"31,5 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,8 tỷ",The Park Residence,62 m²,Đã bàn giao,"29,03 triệu/m²",2 phòng,1 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","6,3 tỷ",Sunrise City,138 m²,Đã bàn giao,"45,65 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,25 tỷ",Homyland 3 (Homyland Riverside),107 m²,Đã bàn giao,"39,72 triệu/m²",3 phòng,2 phòng,,,,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","6,5 tỷ",Wilton Tower,98 m²,Đã bàn giao,"66,33 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,Đông Nam,,Căn góc
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,45 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,29 triệu/m²,2 phòng,2 phòng,,,,,,
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,4 tỷ",An Gia Star,48 m²,Đã bàn giao,"29,17 triệu/m²",2 phòng,1 phòng,19,,,,,
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Fresca Riverside,71 m²,Đã bàn giao,"29,58 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản,,,
"37, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,35 tỷ",Chung cư Khang Phú,74 m²,Đã bàn giao,"31,76 triệu/m²",2 phòng,,,Đã có sổ,,,,
"241/42, Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","1,68 tỷ",Starlight Riverside,72 m²,Đã bàn giao,"23,33 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh","3,65 tỷ",Riva Park,80 m²,Đã bàn giao,"45,63 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","16,3 tỷ",The Landmark 81 - Vinhomes Central Park,146.6 m²,Đã bàn giao,"111,19 triệu/m²",4 phòng,,,,,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",3 tỷ,The Pegasuite,68 m²,Đã bàn giao,"44,12 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"7E, Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","3,3 tỷ",Garden Gate,50.4 m²,Đã bàn giao,"65,48 triệu/m²",3 phòng,1 phòng,5,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Đông Nam,Căn góc
"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,075 tỷ",Terra Mia Phạm Hùng Bình Chánh,60 m²,Đã bàn giao,"34,58 triệu/m²",2 phòng,2 phòng,9,,,Đông Nam,,Căn góc
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,49 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"37,16 triệu/m²",2 phòng,,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,66 m²,Đã bàn giao,"37,88 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",The Eastern,98 m²,Đã bàn giao,"25,51 triệu/m²",3 phòng,,,Đã có sổ,,,,
"Khu đô thị Cityland Park Hills - Số 18, Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","2,9 tỷ",Căn hộ Cityland Parkhill Gò Vấp,78 m²,Chưa bàn giao,"37,18 triệu/m²",2 phòng,2 phòng,,,,,,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,2 tỷ",LuxGarden,62 m²,Đã bàn giao,"35,48 triệu/m²",2 phòng,2 phòng,,,,,,
"90A, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","2,433 tỷ",Xi Grand Court,80 m²,Đã bàn giao,"30,41 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,55 tỷ",Celadon City,71 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,Giấy tờ khác,Bàn giao thô,,,
"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,53 tỷ",Đạt Gia Residence Thủ Đức,60 m²,Chưa bàn giao,"25,5 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,8 tỷ",Sunrise CityView,38 m²,Đã bàn giao,"47,37 triệu/m²",1 phòng,1 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,55 tỷ",Sunrise City,86 m²,Đã bàn giao,"18,02 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,Bắc,Nam,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,738 tỷ",Dream Home Riverside,75 m²,Đã bàn giao,"23,17 triệu/m²",3 phòng,2 phòng,20,Đang chờ sổ,Nội thất cao cấp,Tây Bắc,Đông Nam,Căn góc
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,942850254 tỷ",The Origami – Vinhomes Grand Park,64 m²,Đã bàn giao,"45,98 triệu/m²",3 phòng,2 phòng,13,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,Nam,
"Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh",7 tỷ,Căn hộ DE LA SOL (Delasol),73 m²,Chưa bàn giao,"95,89 triệu/m²",1 phòng,,,,,,,
"15B, 15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,8 tỷ",Orchid Park,72 m²,Đã bàn giao,25 triệu/m²,2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,07 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"39,06 triệu/m²",1 phòng,,,,,,,
"654/6, 654/6 Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","2,5 tỷ",The Era Lạc Long Quân (The Useful),54 m²,Đã bàn giao,"46,3 triệu/m²",2 phòng,1 phòng,10,Đang chờ sổ,Nội thất đầy đủ,,,
