address,area,project,price,property_status,price_per_m2,bedroom,toilet,floornumber,property_legal,furniture,balconydirection,direction,apartment_feature
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","4,99 tỷ",Golden Mansion,86 m²,Đã bàn giao,"58,02 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,Bắc,Nam,Căn góc
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,27 tỷ",Lavita Charm,68 m²,Đã bàn giao,"18,68 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,35 tỷ",Tara Residence,68 m²,Chưa bàn giao,"34,56 triệu/m²",2 phòng,2 phòng,18,,,,,
"192, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","1,78 tỷ",Heaven Riverview (Heaven CityView),63 m²,Đã bàn giao,"28,25 triệu/m²",2 phòng,1 phòng,,,,,,
"291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,53 tỷ",Carillon 5,1 m²,Đã bàn giao,"1,53 tỷ/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất đầy đủ,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","1,65 tỷ",Viva Riverside,68 m²,Đã bàn giao,"24,26 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","4,25 tỷ",Docklands Sài Gòn,96 m²,Đã bàn giao,"44,27 triệu/m²",2 phòng,,,Đã có sổ,,,,Căn góc
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",Dream Home Palace,62 m²,Chưa bàn giao,"29,84 triệu/m²",2 phòng,2 phòng,,,,,,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,Đông,Tây,
"103, Hồ Học Lãm phường An Lạc, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,38 tỷ",EHome 3,50 m²,Đã bàn giao,"27,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Saigon Gateway,71 m²,Đã bàn giao,"29,58 triệu/m²",2 phòng,2 phòng,,,,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Lavita Garden,51 m²,Đã bàn giao,"41,18 triệu/m²",1 phòng,,,,,,,
"Đường 30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",4S Riverside Linh Đông,75 m²,Đã bàn giao,"24,67 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",Green River - Quận 8,65 m²,Đã bàn giao,"32,31 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"37,74 triệu/m²",1 phòng,1 phòng,,,,,,
"36 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,15 tỷ",Centana Thủ Thiêm,60 m²,Đã bàn giao,"52,5 triệu/m²",2 phòng,2 phòng,18,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","3,999 tỷ",Viva Riverside,90 m²,Đã bàn giao,"44,43 triệu/m²",3 phòng,2 phòng,10,Đang chờ sổ,Nội thất cao cấp,Bắc,Nam,Căn góc
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","4,05 tỷ",Botanica Premier,69 m²,Đã bàn giao,"58,7 triệu/m²",2 phòng,2 phòng,,,,,,
"79-81, 79-81 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3 tỷ,Saigonres Plaza,72 m²,Đã bàn giao,"41,67 triệu/m²",2 phòng,,,,,,,Căn góc
"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",Lotus Sen Hồng ( Violet Tower ),52 m²,Chưa bàn giao,"30,77 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,7 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"23,29 triệu/m²",2 phòng,,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,The Sun Avenue,72 m²,Đã bàn giao,"55,56 triệu/m²",2 phòng,2 phòng,,,,,,
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,749 tỷ",Topaz Elite,85 m²,Đã bàn giao,"32,34 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,Căn góc
"53-55, Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,33 tỷ",Saigon Pavillon,64 m²,Đã bàn giao,"20,78 triệu/m²",2 phòng,2 phòng,,,,,,
"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","1,26 tỷ",Central Plaza - 91 Phạm Văn Hai,60 m²,Đã bàn giao,21 triệu/m²,2 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ,,,
"Đường Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,15 tỷ",Chung cư Nhiêu Lộc C,62 m²,Chưa bàn giao,"34,68 triệu/m²",2 phòng,1 phòng,2,Đã có sổ,Bàn giao thô,Đông,Bắc,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Lavita Charm,51 m²,Đã bàn giao,"43,14 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 1 Đường 63, Phường Bình Trưng Đông, Quận 2, Thành phố Hồ Chí Minh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Thủ Thiêm Xanh,60 m²,Đã bàn giao,"31,67 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,83 tỷ",Jamona City,60 m²,Chưa bàn giao,"30,5 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,3 tỷ",The Ascent Tower,74 m²,Đã bàn giao,"58,11 triệu/m²",2 phòng,2 phòng,20,Giấy tờ khác,Nội thất đầy đủ,Đông Bắc,Tây Nam,
"48/5B, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","5,3 tỷ",Chung cư Phú Đạt,110 m²,Đã bàn giao,"48,18 triệu/m²",3 phòng,2 phòng,9,Đã có sổ,,,,Căn góc
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Thành Phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,35 tỷ",Imperial Place,56 m²,Đã bàn giao,"41,96 triệu/m²",2 phòng,1 phòng,,,,,,
"67, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,55 tỷ",Chung cư Khang Phú,78 m²,Đã bàn giao,"32,69 triệu/m²",2 phòng,2 phòng,55,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,6 tỷ",Akari City,75 m²,Đã bàn giao,48 triệu/m²,2 phòng,2 phòng,,,,Đông,,
"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,1 tỷ",Lotus Sen Hồng ( Violet Tower ),40 m²,Chưa bàn giao,"27,5 triệu/m²",1 phòng,1 phòng,5,Đã có sổ,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,85 tỷ",New Saigon-Hoàng Anh Gia Lai 3,99 m²,Đã bàn giao,"28,79 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Đông Bắc,Đông Nam,
"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,8 tỷ",Sadora Apartment,88 m²,Đã bàn giao,"77,27 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Thới An, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,4 tỷ",Hà Đô Riverside,56.12 m²,Đã bàn giao,"24,95 triệu/m²",2 phòng,1 phòng,6,,,,,Căn góc
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",Tara Residence,68 m²,Đã bàn giao,"33,09 triệu/m²",2 phòng,2 phòng,,,,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,52 tỷ",Topaz Elite,79 m²,Đã bàn giao,"31,9 triệu/m²",2 phòng,2 phòng,28,Đang chờ sổ,Nội thất cao cấp,Tây Bắc,Đông Nam,Căn góc
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,42 tỷ",Opal Riverside,71 m²,Đã bàn giao,"48,17 triệu/m²",2 phòng,,17,,,Tây Nam,Đông Bắc,
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,599 tỷ",Topaz Elite,78 m²,Đã bàn giao,"33,32 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",20 tỷ,Vinhomes Golden River BaSon,121 m²,Đã bàn giao,"165,29 triệu/m²",3 phòng,2 phòng,8,,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,
"Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,63 tỷ",An Gia Skyline,1 m²,Đã bàn giao,"1,63 tỷ/m²",2 phòng,2 phòng,8,Đã có sổ,Nội thất đầy đủ,,,
"8, Đường Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",Căn hộ D’Lusso,57 m²,Đã bàn giao,"46,49 triệu/m²",1 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,575 tỷ",Vinhomes Grand Park,59 m²,Đã bàn giao,"26,69 triệu/m²",2 phòng,1 phòng,,,Hoàn thiện cơ bản,,,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,8,Đã có sổ,Hoàn thiện cơ bản,Nam,Bắc,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,5 tỷ",Dream Home Riverside,56 m²,Chưa bàn giao,"26,79 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nội thất cao cấp,,,Căn góc
"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,85 tỷ",La Astoria,89 m²,Đã bàn giao,"32,02 triệu/m²",3 phòng,3 phòng,,,,,,
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,39 tỷ",Diamond Riverside (City Gate Towers 2),73 m²,Đã bàn giao,"32,74 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình Hưng Hòa A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","3,08 tỷ",Green Hills Bình Tân,104.5 m²,Chưa bàn giao,"29,47 triệu/m²",3 phòng,2 phòng,2,Đang chờ sổ,Hoàn thiện cơ bản,,,
"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,77 tỷ",Khu căn hộ IDICO Tân Phú,62 m²,Đã bàn giao,"28,55 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,9 tỷ",Carillon 7,66 m²,Đã bàn giao,"43,94 triệu/m²",2 phòng,1 phòng,,,,Đông Bắc,Tây Nam,
